Player,Span,Matches,Innings,NO,Runs,Highest_Score,Average,100s,50s,0s,Country
GH Pope,1947-1947,1,1.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,ENG
Rafiulah Alokozai,2025-2025,7,3.0,0.0,8.0,7.0,2.66,0.0,0.0,1.0,BEL
CR Rangachari,1948-1948,4,6.0,3.0,8.0,8.0,2.66,0.0,0.0,3.0,IND
SS Raul,1998-1998,2,2.0,0.0,8.0,8.0,4.0,0.0,0.0,1.0,IND
CA Reid,2004-2004,2,2.0,0.0,8.0,6.0,4.0,0.0,0.0,0.0,USA
S Rengarajan,2020-2020,3,2.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,CZK-R
JB Richards,2025-2025,2,2.0,2.0,8.0,7.0,0.0,0.0,0.0,0.0,BOT
Ronitkumar Ahir,2025-2025,3,2.0,0.0,8.0,6.0,4.0,0.0,0.0,0.0,PAN
T Sangha,2023-2025,11,4.0,3.0,8.0,5.0,8.0,0.0,0.0,1.0,AUS
KV Sharma,2014-2014,4,2.0,1.0,8.0,4.0,8.0,0.0,0.0,0.0,IND
S Simpson,2024-2024,2,1.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,JER
Simranjit Singh,2019-2019,1,1.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,ITA
U Sofi,2022-2022,3,1.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,Samoa
Sohail Butt,1994-1994,2,2.0,1.0,8.0,6.0,8.0,0.0,0.0,0.0,UAE
Sunil,2025-2025,1,1.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,CAY
Tayyeb Javed,2025-2025,1,1.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,TLS
Usman Shinwari,2013-2019,34,7.0,4.0,8.0,6.0,2.66,0.0,0.0,2.0,PAK
S Vaz,2025-2025,3,2.0,1.0,8.0,7.0,8.0,0.0,0.0,0.0,POR
DM Vonhagt,1985-1985,1,1.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,SL
S Weleilakeba,2022-2022,3,1.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,Fiji
HS Williams,1999-2000,7,2.0,1.0,8.0,7.0,8.0,0.0,0.0,0.0,SA
JT Willoughby,1896-1896,2,4.0,0.0,8.0,5.0,2.0,0.0,0.0,2.0,SA
Xie Kunkun,2023-2023,4,4.0,0.0,8.0,5.0,2.0,0.0,0.0,1.0,CHN
Yasar Idrees,2019-2019,1,1.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,KUW
Zahir Khan,2019-2024,11,12.0,6.0,8.0,4.0,1.33,0.0,0.0,6.0,AFG
Zaman Khan,2023-2024,11,2.0,2.0,8.0,8.0,0.0,0.0,0.0,0.0,PAK
Zulqarnain Haider,2019-2022,11,4.0,1.0,8.0,4.0,2.66,0.0,0.0,1.0,ESP
Aftab Hussain,2020-2022,10,3.0,3.0,7.0,5.0,0.0,0.0,0.0,0.0,HKG
K Akurugoda,2022-2022,2,2.0,0.0,7.0,7.0,3.5,0.0,0.0,1.0,HUN
RW Ali,1996-1997,9,3.0,3.0,7.0,6.0,0.0,0.0,0.0,0.0,KENYA
Aminul Islam,2025-2025,1,1.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,CYP
Arshad Mazarzei,2020-2020,3,3.0,0.0,7.0,5.0,2.33,0.0,0.0,0.0,Iran
Ashraful Shuvo,2021-2021,3,2.0,0.0,7.0,5.0,3.5,0.0,0.0,0.0,EST
SVE Bharathi,2020-2023,37,6.0,2.0,7.0,4.0,1.75,0.0,0.0,3.0,GER
E Bosch,2025-2025,1,1.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,SA
NB Budayair,2014-2014,4,3.0,1.0,7.0,5.0,3.5,0.0,0.0,1.0,NEP
C Cassell,2024-2025,8,3.0,1.0,7.0,4.0,3.5,0.0,0.0,0.0,SCOT
MT Chinouya,2013-2016,4,6.0,3.0,7.0,6.0,2.33,0.0,0.0,2.0,ZIM
FJ Cook,1896-1896,1,2.0,0.0,7.0,7.0,3.5,0.0,0.0,1.0,SA
DK Dahani,2020-2020,3,3.0,0.0,7.0,4.0,2.33,0.0,0.0,1.0,Iran
DC Delany,2019-2019,8,2.0,0.0,7.0,7.0,3.5,0.0,0.0,1.0,IRE
S Dhakal,2022-2024,14,9.0,8.0,7.0,4.0,7.0,0.0,0.0,0.0,NEP
MR Dorgan,2021-2021,3,2.0,1.0,7.0,4.0,7.0,0.0,0.0,0.0,SRB
J Drysdale,2024-2025,15,5.0,4.0,7.0,4.0,7.0,0.0,0.0,1.0,USA
KG Duers,1992-1992,6,2.0,1.0,7.0,5.0,7.0,0.0,0.0,0.0,ZIM
S Elayaperumal,2024-2024,5,5.0,0.0,7.0,3.0,1.4,0.0,0.0,1.0,MEX
Faizalmahmed Patel,2023-2023,2,1.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,SWZ
Fawad Ahmed,2013-2013,5,2.0,2.0,7.0,4.0,0.0,0.0,0.0,0.0,AUS
Fazil Rahman,2023-2023,6,5.0,2.0,7.0,6.0,2.33,0.0,0.0,3.0,MLT
WHB Frank,1896-1896,1,2.0,0.0,7.0,5.0,3.5,0.0,0.0,0.0,SA
WCA Ganegama,2001-2006,4,2.0,0.0,7.0,7.0,3.5,0.0,0.0,1.0,SL
MD Garratt,2019-2021,8,4.0,2.0,7.0,4.0,3.5,0.0,0.0,0.0,GIBR
WT Gavera,2014-2017,10,3.0,1.0,7.0,4.0,3.5,0.0,0.0,0.0,PNG
RHM Hands,1914-1914,1,2.0,0.0,7.0,7.0,3.5,0.0,0.0,1.0,SA
RI Harford,1968-1968,3,5.0,2.0,7.0,6.0,2.33,0.0,0.0,1.0,NZ
VR Hogg,1983-1983,2,1.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,ZIM
V Hristov,2021-2023,4,2.0,0.0,7.0,5.0,3.5,0.0,0.0,0.0,BUL
SJ Hughes-Pinan,2024-2025,7,2.0,2.0,7.0,6.0,0.0,0.0,0.0,0.0,ESP
Jahangir Alam Talukdar,1990-1990,2,1.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,BAN
R Jones,2024-2024,3,1.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,Blz
E Karimi,2023-2025,11,5.0,2.0,7.0,2.0,2.33,0.0,0.0,0.0,DEN
P Karoho,2025-2025,1,1.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,PNG
G Kuthalingham,2025-2025,3,2.0,1.0,7.0,5.0,7.0,0.0,0.0,0.0,
Lee Hyosin,2025-2025,4,2.0,1.0,7.0,7.0,7.0,0.0,0.0,1.0,SKOR
WHV Levett,1934-1934,1,2.0,1.0,7.0,5.0,7.0,0.0,0.0,0.0,ENG
TG McMahon,1955-1956,5,7.0,4.0,7.0,4.0,2.33,0.0,0.0,2.0,NZ
DV Macome,2022-2024,18,5.0,2.0,7.0,6.0,2.33,0.0,0.0,1.0,MOZ
DSK Madushanka,2018-2018,3,1.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,SL
B Masauko,2022-2023,11,5.0,2.0,7.0,5.0,2.33,0.0,0.0,1.0,MWI
J Matharu,2021-2025,9,2.0,2.0,7.0,7.0,0.0,0.0,0.0,0.0,CAN
AM Matheson,1930-1931,2,1.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,NZ
W Mead,1899-1899,1,2.0,0.0,7.0,7.0,3.5,0.0,0.0,1.0,ENG
Muhammad Salman,2024-2026,18,4.0,2.0,7.0,6.0,3.5,0.0,0.0,0.0,BHR
Munir Malik,1959-1962,3,4.0,1.0,7.0,4.0,2.33,0.0,0.0,1.0,PAK
E Ndubudem,2025-2025,7,4.0,2.0,7.0,4.0,3.5,0.0,0.0,1.0,NGA
S Nyalchand,1952-1952,1,2.0,1.0,7.0,6.0,7.0,0.0,0.0,0.0,IND
RB Patel,2020-2021,10,3.0,3.0,7.0,3.0,0.0,0.0,0.0,0.0,BUL
M Pushpakumara,2009-2010,4,1.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,SL
Qasim Anwar,2021-2021,4,2.0,0.0,7.0,6.0,3.5,0.0,0.0,0.0,CYP
Rafiqul Islam,2002-2002,2,3.0,0.0,7.0,6.0,2.33,0.0,0.0,1.0,BAN
AK Roger,2024-2024,3,3.0,0.0,7.0,4.0,2.33,0.0,0.0,1.0,CIV
S Savkovic,2025-2025,2,2.0,0.0,7.0,5.0,3.5,0.0,0.0,0.0,SRB
Saqib Naveed,2021-2022,4,2.0,1.0,7.0,4.0,7.0,0.0,0.0,0.0,EST
DA Senthil,2026-2026,1,1.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,BOT
Shahid Israr,1976-1976,1,1.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,PAK
Shakkir Kassim,2025-2025,1,1.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,QAT
KJ Silva,1995-1998,8,5.0,2.0,7.0,6.0,2.33,0.0,0.0,3.0,SL
D Siva Kumar,2022-2022,1,1.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,USA
H Smith,1928-1928,1,1.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,ENG
J Southerton,1877-1877,2,3.0,1.0,7.0,6.0,3.5,0.0,0.0,1.0,ENG
NA Statham,2003-2009,3,3.0,0.0,7.0,7.0,2.33,0.0,0.0,2.0,NED
TJ Stephenson,2019-2021,4,1.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,Blz
Suhail Sadiq,2019-2019,2,1.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,LUX
Sumair Khan,2019-2019,1,1.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,MLT
R Swart,2023-2023,4,3.0,1.0,7.0,6.0,3.5,0.0,0.0,1.0,BOT
S Tabuisulu,2023-2024,10,5.0,1.0,7.0,3.0,1.75,0.0,0.0,1.0,Fiji
Umran Malik,2022-2023,18,6.0,5.0,7.0,4.0,7.0,0.0,0.0,1.0,IND
RF van Oosterom,1996-2002,3,3.0,2.0,7.0,5.0,7.0,0.0,0.0,1.0,NED
E Van Reenen,2024-2024,3,2.0,0.0,7.0,5.0,3.5,0.0,0.0,0.0,SRB
A Warren,1905-1905,1,1.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,ENG
DM Washington,2005-2005,1,1.0,1.0,7.0,7.0,0.0,0.0,0.0,0.0,WI
SG Whittingham,2017-2019,8,4.0,2.0,7.0,3.0,3.5,0.0,0.0,0.0,SCOT
GEC Wood,1924-1924,3,2.0,0.0,7.0,6.0,3.5,0.0,0.0,0.0,ENG
M Yambayamba,2025-2025,8,4.0,3.0,7.0,3.0,7.0,0.0,0.0,0.0,Zamb
Zahoor Ahmad,2025-2025,4,2.0,0.0,7.0,6.0,3.5,0.0,0.0,0.0,KSA
Abdollah Ahmadzai,2025-2026,9,3.0,2.0,6.0,6.0,6.0,0.0,0.0,1.0,AFG
Absar Khan,2021-2021,2,2.0,1.0,6.0,4.0,6.0,0.0,0.0,0.0,DEN
BP Adapaka,2022-2023,17,7.0,4.0,6.0,2.0,2.0,0.0,0.0,1.0,HUN
MKDI Amerasinghe,2007-2008,9,6.0,6.0,6.0,5.0,0.0,0.0,0.0,0.0,SL
SRMJJ Arachchilage,2022-2022,4,3.0,2.0,6.0,6.0,6.0,0.0,0.0,0.0,CYP
Aritra Bhakat,2025-2025,2,2.0,1.0,6.0,3.0,6.0,0.0,0.0,0.0,SWE
V Ateak,2019-2026,11,2.0,1.0,6.0,5.0,6.0,0.0,0.0,0.0,GHA
Baljinder Singh,2023-2023,1,1.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,ROM
JW Bartlett,2023-2023,2,2.0,0.0,6.0,5.0,3.0,0.0,0.0,0.0,Chile
Basiru Jaye,2024-2024,2,1.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,GMB
E Batkhuyag,2024-2024,4,4.0,1.0,6.0,4.0,2.0,0.0,0.0,1.0,MNG
Abdullah Mohd Yousaf,2025-2026,3,1.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,BHR
MA Beer,2011-2012,2,3.0,1.0,6.0,2.0,3.0,0.0,0.0,0.0,AUS
R Berry,1950-1950,2,4.0,2.0,6.0,4.0,3.0,0.0,0.0,1.0,ENG
AR Bhat,1983-1983,2,3.0,1.0,6.0,6.0,3.0,0.0,0.0,1.0,IND
Bhupinder Singh snr,1994-1994,2,1.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,IND
A Brownlee,2025-2025,3,3.0,2.0,6.0,3.0,6.0,0.0,0.0,0.0,Falk
JH Cameron,1939-1939,2,3.0,0.0,6.0,5.0,2.0,0.0,0.0,1.0,WI
U Chatterjee,1995-1995,3,2.0,1.0,6.0,3.0,6.0,0.0,0.0,0.0,IND
DP Conyngham,1923-1923,1,2.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,SA
AHC Cooper,1913-1913,1,2.0,0.0,6.0,6.0,3.0,0.0,0.0,1.0,SA
WH Copson,1939-1947,3,1.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,ENG
G Coulthard,1882-1882,1,1.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,AUS
MS Crane,2017-2018,3,2.0,0.0,6.0,4.0,3.0,0.0,0.0,0.0,ENG
T Cross,2021-2021,2,2.0,0.0,6.0,5.0,3.0,0.0,0.0,0.0,EST
Dane Leo,2024-2026,5,3.0,0.0,6.0,4.0,2.0,0.0,0.0,1.0,STHEL
David Demba,2023-2023,2,2.0,1.0,6.0,6.0,6.0,0.0,0.0,1.0,GMB
AR Dell,1971-1974,2,2.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,AUS
V Dhaniram,2026-2026,6,1.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,CAY
WP Diepeveen,2011-2011,1,1.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,NED
S Draunivudi,2022-2022,3,1.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,Fiji
SH Emery,1912-1912,4,2.0,0.0,6.0,5.0,3.0,0.0,0.0,0.0,AUS
L Evile,2019-2019,4,1.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,Samoa
Faizan Mumtaz,2021-2021,3,3.0,0.0,6.0,4.0,2.0,0.0,0.0,1.0,NOR
CE Finlason,1889-1889,1,2.0,0.0,6.0,6.0,3.0,0.0,0.0,1.0,SA
K Fletcher,2022-2025,21,4.0,2.0,6.0,3.0,3.0,0.0,0.0,1.0,SUI
E Frimpong,2024-2024,4,2.0,1.0,6.0,6.0,6.0,0.0,0.0,1.0,GHA
RA Gaunt,1958-1964,3,4.0,2.0,6.0,3.0,3.0,0.0,0.0,0.0,AUS
R Graham,1899-1899,2,4.0,0.0,6.0,4.0,1.5,0.0,0.0,2.0,SA
AP Grayson,2000-2001,2,2.0,0.0,6.0,6.0,3.0,0.0,0.0,1.0,ENG
A Gulati,2025-2025,8,2.0,1.0,6.0,4.0,6.0,0.0,0.0,0.0,BHM
Harilal Shah,1975-1975,3,3.0,0.0,6.0,6.0,2.0,0.0,0.0,2.0,EAf
CC Henry,1979-1979,2,2.0,1.0,6.0,5.0,6.0,0.0,0.0,0.0,CAN
JM Holland,2016-2018,4,7.0,5.0,6.0,3.0,3.0,0.0,0.0,0.0,AUS
Ihsanullah,2023-2023,5,1.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,PAK
K Juma,2024-2026,19,5.0,1.0,6.0,6.0,1.5,0.0,0.0,3.0,TAN
T Kahamker,2022-2024,6,3.0,2.0,6.0,4.0,6.0,0.0,0.0,0.0,ISR
W Kokaua,2022-2022,5,2.0,1.0,6.0,4.0,6.0,0.0,0.0,0.0,COK
M Kristensen,2023-2023,2,1.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,DEN
VV Kumar,1961-1961,2,2.0,0.0,6.0,6.0,3.0,0.0,0.0,1.0,IND
Luo Shilin,2023-2024,11,7.0,2.0,6.0,3.0,1.2,0.0,0.0,2.0,CHN
R Mangal,2022-2025,18,7.0,2.0,6.0,2.0,1.2,0.0,0.0,3.0,Fran
V Marghashayam,2023-2025,6,5.0,2.0,6.0,5.0,2.0,0.0,0.0,3.0,CZK-R
Z McLaughlin,2019-2019,3,2.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,CAY
Md Shuayeb,2025-2025,6,3.0,1.0,6.0,5.0,3.0,0.0,0.0,1.0,CAM
B Mejaro,2024-2026,8,7.0,2.0,6.0,2.0,1.2,0.0,0.0,3.0,LES
Mohsin Shabbir,2023-2023,3,3.0,0.0,6.0,5.0,2.0,0.0,0.0,1.0,KSA
F Morley,1880-1883,4,6.0,2.0,6.0,2.0,1.5,0.0,0.0,2.0,ENG
Muhammad Jabir,2023-2025,28,9.0,5.0,6.0,4.0,1.5,0.0,0.0,3.0,QAT
Muhammed Basil,2024-2025,5,3.0,0.0,6.0,5.0,2.0,0.0,0.0,1.0,BHR
Muhammet Bicer,2023-2025,7,5.0,2.0,6.0,5.0,2.0,0.0,0.0,2.0,TKY
JK Mukhiya,2014-2022,10,3.0,2.0,6.0,5.0,6.0,0.0,0.0,0.0,NEP
SA Muller,1999-1999,2,2.0,2.0,6.0,6.0,0.0,0.0,0.0,0.0,AUS
W Ngowhuad,2024-2026,13,8.0,4.0,6.0,3.0,1.5,0.0,0.0,2.0,THA
Noorullah Sidiqi,2023-2023,1,1.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,BEL
S Norman,2025-2025,3,2.0,0.0,6.0,6.0,3.0,0.0,0.0,1.0,JER
A Orfila,2019-2021,5,3.0,1.0,6.0,4.0,3.0,0.0,0.0,1.0,GIBR
DC Parkin,1892-1892,1,2.0,0.0,6.0,6.0,3.0,0.0,0.0,1.0,SA
AK Patel,1984-1985,8,2.0,0.0,6.0,6.0,3.0,0.0,0.0,1.0,IND
WFF Price,1938-1938,1,2.0,0.0,6.0,6.0,3.0,0.0,0.0,1.0,ENG
CFH Prince,1899-1899,1,2.0,0.0,6.0,5.0,3.0,0.0,0.0,0.0,SA
Rajinder Pal,1964-1964,1,2.0,1.0,6.0,3.0,6.0,0.0,0.0,0.0,IND
T Ramautar,2024-2024,5,4.0,1.0,6.0,2.0,2.0,0.0,0.0,0.0,SUR
AR Richards,1896-1896,1,2.0,0.0,6.0,6.0,3.0,0.0,0.0,1.0,SA
TL Richmond,1921-1921,1,2.0,0.0,6.0,4.0,3.0,0.0,0.0,0.0,ENG
DB Rundle,1994-1994,2,2.0,0.0,6.0,6.0,3.0,0.0,0.0,1.0,SA
BC Sahin,2023-2023,3,2.0,0.0,6.0,5.0,3.0,0.0,0.0,0.0,TKY
Sai Hla Htwe,2025-2025,6,2.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,MYAN
A Sethunathan,2025-2025,3,1.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,CRT
SG Shinde,2022-2022,1,1.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,SRB
SS Shukla,2025-2025,7,2.0,1.0,6.0,3.0,6.0,0.0,0.0,0.0,BHR
D Simpson,2022-2022,3,2.0,0.0,6.0,4.0,3.0,0.0,0.0,0.0,COK
RA Sinfield,1938-1938,1,1.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,ENG
M Stoman,2021-2021,3,1.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,POR
S Tarawally,2021-2021,6,2.0,1.0,6.0,4.0,6.0,0.0,0.0,0.0,SLE
Tauqeer Hussain,2019-2020,6,2.0,1.0,6.0,3.0,6.0,0.0,0.0,0.0,ESP
O Touray,2022-2022,3,2.0,0.0,6.0,6.0,3.0,0.0,0.0,1.0,GMB
N Tyagi,2023-2025,7,3.0,1.0,6.0,3.0,3.0,0.0,0.0,0.0,CZK-R
Q Utmanzai,2025-2025,1,1.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,AUT
N Vimukthi,2023-2023,1,1.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,SL
Vinay Iyer,2022-2022,2,1.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,JPN
TC Vine,2019-2022,11,1.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,ESP
RJ Webb,1983-1983,3,1.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,NZ
R Wood,1887-1887,1,2.0,0.0,6.0,6.0,3.0,0.0,0.0,1.0,ENG
DJ Worrall,2016-2016,3,1.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,AUS
Zhao Tianle,2023-2024,7,6.0,0.0,6.0,4.0,1.0,0.0,0.0,3.0,CHN
P Abhijit,2022-2022,3,2.0,0.0,5.0,5.0,2.5,0.0,0.0,1.0,SEY
Aijaz Ali,2004-2004,2,2.0,0.0,5.0,4.0,2.5,0.0,0.0,0.0,USA
RJ Ainsworth,2025-2025,4,3.0,0.0,5.0,3.0,1.66,0.0,0.0,1.0,HUN
Ajhar Alam,2025-2025,3,3.0,1.0,5.0,4.0,2.5,0.0,0.0,1.0,CZK-R
FE Allan,1879-1879,1,1.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,AUS
IBA Allen,1991-1991,2,2.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,WI
WM Anderson,1946-1946,1,2.0,0.0,5.0,4.0,2.5,0.0,0.0,0.0,NZ
Ankit Dubey,2022-2022,2,1.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,SWE
M Ansari,2015-2016,11,4.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,OMA
VRB Arachchige,2024-2024,4,2.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,MLT
Arif Ullah,2025-2025,7,1.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,MAS
Asif Javed,2025-2025,7,2.0,0.0,5.0,5.0,2.5,0.0,0.0,1.0,BHR
Badal Singh,2020-2020,2,1.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,OMA
Bashir Ahmad,2024-2024,1,1.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,SUI
MY Bawa,2025-2025,2,1.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,PAN
HS Bedi,2025-2025,2,1.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,SRB
A Bhagwat,2019-2019,4,4.0,0.0,5.0,3.0,1.25,0.0,0.0,1.0,HKG
P Bhart,2019-2021,10,4.0,2.0,5.0,2.0,2.5,0.0,0.0,1.0,NOR
M Bhatia,2025-2025,3,3.0,0.0,5.0,2.0,1.66,0.0,0.0,0.0,SGP
Bipin Kumar,2023-2025,12,4.0,2.0,5.0,3.0,2.5,0.0,0.0,0.0,QAT
J Blades,2024-2025,9,4.0,3.0,5.0,3.0,5.0,0.0,0.0,1.0,WI
T Bosch,1992-1992,3,2.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,SA
GR Breese,2002-2002,1,2.0,0.0,5.0,5.0,2.5,0.0,0.0,1.0,WI
JP Cabrera,2025-2026,7,1.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,ARG
T Caruana,2019-2019,2,1.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,GIBR
Charles Trott,2023-2023,5,4.0,2.0,5.0,3.0,2.5,0.0,0.0,2.0,BER
GE Corling,1964-1964,5,4.0,1.0,5.0,3.0,1.66,0.0,0.0,2.0,AUS
RT Crandon,2009-2009,1,1.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,WI
A Curavic,2025-2025,3,3.0,0.0,5.0,3.0,1.66,0.0,0.0,1.0,CRT
Dhananjay Rao,2024-2024,8,3.0,0.0,5.0,5.0,1.66,0.0,0.0,2.0,HKG
A Ducat,1921-1921,1,2.0,0.0,5.0,3.0,2.5,0.0,0.0,0.0,ENG
KH Eastwood,1971-1971,1,2.0,0.0,5.0,5.0,2.5,0.0,0.0,1.0,AUS
J Edwards,2026-2026,1,1.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,AUS
MTM Faatea,2023-2023,3,3.0,0.0,5.0,4.0,1.66,0.0,0.0,1.0,Samoa
N Fernandes,2008-2008,1,1.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,UAE
S Franklin,2021-2021,2,1.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,SUI
SK Gedara,2025-2025,3,1.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,SWE
Hasheem Shahzad,2019-2019,2,2.0,0.0,5.0,5.0,2.5,0.0,0.0,1.0,MLT
T Hinds,2024-2024,2,1.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,WI
A Hurwood,1930-1931,2,2.0,0.0,5.0,5.0,2.5,0.0,0.0,1.0,AUS
Husnain Kabeer,2021-2021,1,1.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,GER
Ikbal Hossain,2024-2024,3,1.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,Fran
Imran,2025-2025,1,1.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,AFG
Imran Ali,2019-2019,4,2.0,1.0,5.0,5.0,5.0,0.0,0.0,1.0,KUW
G Irvin,2021-2021,2,2.0,1.0,5.0,4.0,5.0,0.0,0.0,0.0,BHM
O Isiyaku,2025-2025,8,2.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,NGA
Ismail Sardar,2020-2020,2,2.0,0.0,5.0,3.0,2.5,0.0,0.0,0.0,THA
Jaison Jerome,2022-2023,9,4.0,1.0,5.0,3.0,1.66,0.0,0.0,1.0,MLT
RJD Jamshedji,1933-1933,1,2.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,IND
HK Jayantilal,1971-1971,1,1.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,IND
G Johnson,2022-2022,7,2.0,1.0,5.0,3.0,5.0,0.0,0.0,0.0,STHEL
R Johnson,2025-2025,2,2.0,0.0,5.0,5.0,2.5,0.0,0.0,1.0,
Joshua Asia,2022-2025,25,6.0,2.0,5.0,2.0,1.25,0.0,0.0,2.0,NGA
Kalyan Manne,2024-2024,1,1.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,MEX
Kamal Raiz,2024-2025,3,1.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,CYP
LP Kasturiarachchige,2021-2021,5,1.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,AUT
B Keganne,2025-2026,4,2.0,1.0,5.0,4.0,5.0,0.0,0.0,0.0,BOT
D Kegasitswe,2019-2019,4,2.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,BOT
Khalid Khan,2004-2004,2,2.0,0.0,5.0,3.0,2.5,0.0,0.0,0.0,HKG
Khawar Zafar,2020-2020,2,1.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,KSA
TCR Kimber,2019-2019,3,3.0,0.0,5.0,2.0,1.66,0.0,0.0,0.0,GUE
D Lambasa,2025-2025,3,1.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,CRT
C Liebenberg,2020-2025,3,3.0,0.0,5.0,4.0,1.66,0.0,0.0,1.0,IOM
FA MacKinnon,1879-1879,1,2.0,0.0,5.0,5.0,2.5,0.0,0.0,1.0,ENG
H McLeod,1975-1975,2,2.0,0.0,5.0,5.0,2.5,0.0,0.0,1.0,EAf
T Makaya,2025-2026,10,4.0,2.0,5.0,4.0,2.5,0.0,0.0,2.0,MWI
Mansoor Amjad,2008-2008,2,1.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,PAK
Maqsood Rana,1990-1990,1,1.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,PAK
AP Marr,1885-1885,1,2.0,0.0,5.0,5.0,2.5,0.0,0.0,1.0,AUS
